"location","date","Y"
"market_005","2022-04-29",486
"market_005","2022-04-30",491
"market_005","2022-05-01",482
"market_005","2022-05-02",475
"market_005","2022-05-03",460
"market_005","2022-05-04",432
"market_005","2022-05-05",453
"market_005","2022-05-06",494
"market_005","2022-05-07",499
"market_005","2022-05-08",440
"market_005","2022-05-09",462
"market_005","2022-05-10",420
"market_005","2022-05-11",392
"market_005","2022-05-12",452
"market_005","2022-05-13",447
"market_005","2022-05-14",479
"market_005","2022-05-15",499
"market_005","2022-05-16",460
"market_005","2022-05-17",416
"market_005","2022-05-18",421
"market_005","2022-05-19",413
"market_005","2022-05-20",432
"market_005","2022-05-21",465
"market_005","2022-05-22",440
"market_005","2022-05-23",439
"market_005","2022-05-24",426
"market_005","2022-05-25",412
"market_005","2022-05-26",417
"market_005","2022-05-27",413
"market_005","2022-05-28",452
"market_005","2022-05-29",433
"market_005","2022-05-30",444
"market_005","2022-05-31",432
"market_005","2022-06-01",414
"market_005","2022-06-02",410
"market_005","2022-06-03",434
"market_005","2022-06-04",449
"market_005","2022-06-05",451
"market_005","2022-06-06",476
"market_005","2022-06-07",398
"market_005","2022-06-08",370
"market_005","2022-06-09",426
"market_005","2022-06-10",430
"market_005","2022-06-11",410
"market_005","2022-06-12",429
"market_005","2022-06-13",419
"market_005","2022-06-14",392
"market_005","2022-06-15",428
"market_005","2022-06-16",435
"market_005","2022-06-17",432
"market_005","2022-06-18",421
"market_005","2022-06-19",458
"market_005","2022-06-20",413
"market_005","2022-06-21",402
"market_005","2022-06-22",405
"market_005","2022-06-23",406
"market_005","2022-06-24",441
"market_005","2022-06-25",443
"market_005","2022-06-26",452
"market_005","2022-06-27",419
"market_005","2022-06-28",408
"market_005","2022-06-29",405
"market_005","2022-06-30",436
"market_005","2022-07-01",475
"market_005","2022-07-02",452
"market_005","2022-07-03",472
"market_005","2022-07-04",441
"market_005","2022-07-05",412
"market_005","2022-07-06",454
"market_005","2022-07-07",440
"market_005","2022-07-08",493
"market_005","2022-07-09",454
"market_005","2022-07-10",475
"market_005","2022-07-11",465
"market_005","2022-07-12",469
"market_005","2022-07-13",403
"market_005","2022-07-14",424
"market_005","2022-07-15",462
"market_005","2022-07-16",447
"market_005","2022-07-17",465
"market_005","2022-07-18",439
"market_005","2022-07-19",410
"market_005","2022-07-20",374
"market_005","2022-07-21",435
"market_005","2022-07-22",443
"market_005","2022-07-23",503
"market_005","2022-07-24",440
"market_005","2022-07-25",429
"market_005","2022-07-26",434
"market_005","2022-07-27",406
"market_005","2022-07-28",429
"market_005","2022-07-29",463
"market_005","2022-07-30",484
"market_005","2022-07-31",456
"market_005","2022-08-01",427
"market_005","2022-08-02",409
"market_005","2022-08-03",420
"market_005","2022-08-04",436
"market_005","2022-08-05",440
"market_005","2022-08-06",494
"market_005","2022-08-07",504
"market_005","2022-08-08",448
"market_006","2022-01-01",318
"market_006","2022-01-02",311
"market_006","2022-01-03",341
"market_006","2022-01-04",323
"market_006","2022-01-05",289
"market_006","2022-01-06",328
"market_006","2022-01-07",348
"market_006","2022-01-08",339
"market_006","2022-01-09",339
"market_006","2022-01-10",343
"market_006","2022-01-11",334
"market_006","2022-01-12",342
"market_006","2022-01-13",312
"market_006","2022-01-14",359
"market_006","2022-01-15",383
"market_006","2022-01-16",386
"market_006","2022-01-17",391
"market_006","2022-01-18",336
"market_006","2022-01-19",299
"market_006","2022-01-20",339
"market_006","2022-01-21",358
"market_006","2022-01-22",371
"market_006","2022-01-23",348
"market_006","2022-01-24",356
"market_006","2022-01-25",338
"market_006","2022-01-26",304
"market_006","2022-01-27",318
"market_006","2022-01-28",372
"market_006","2022-01-29",361
"market_006","2022-01-30",333
"market_006","2022-01-31",326
"market_006","2022-02-01",318
"market_006","2022-02-02",341
"market_006","2022-02-03",340
"market_006","2022-02-04",341
"market_006","2022-02-05",380
"market_006","2022-02-06",354
"market_006","2022-02-07",354
"market_006","2022-02-08",314
"market_006","2022-02-09",321
"market_006","2022-02-10",344
"market_006","2022-02-11",346
"market_006","2022-02-12",360
"market_006","2022-02-13",303
"market_006","2022-02-14",322
"market_006","2022-02-15",307
"market_006","2022-02-16",292
"market_006","2022-02-17",305
"market_006","2022-02-18",353
"market_006","2022-02-19",340
"market_006","2022-02-20",328
"market_006","2022-02-21",334
"market_006","2022-02-22",305
"market_006","2022-02-23",318
"market_006","2022-02-24",350
"market_006","2022-02-25",330
"market_006","2022-02-26",333
"market_006","2022-02-27",337
"market_006","2022-02-28",307
"market_006","2022-03-01",324
"market_006","2022-03-02",323
"market_006","2022-03-03",342
"market_006","2022-03-04",374
"market_006","2022-03-05",381
"market_006","2022-03-06",329
"market_006","2022-03-07",385
"market_006","2022-03-08",344
"market_006","2022-03-09",338
"market_006","2022-03-10",389
"market_006","2022-03-11",377
"market_006","2022-03-12",402
"market_006","2022-03-13",367
"market_006","2022-03-14",347
"market_006","2022-03-15",310
"market_006","2022-03-16",360
"market_006","2022-03-17",332
"market_006","2022-03-18",376
"market_006","2022-03-19",370
"market_006","2022-03-20",369
"market_006","2022-03-21",368
"market_006","2022-03-22",333
"market_006","2022-03-23",332
"market_006","2022-03-24",343
"market_006","2022-03-25",377
"market_006","2022-03-26",351
"market_006","2022-03-27",358
"market_006","2022-03-28",366
"market_006","2022-03-29",357
"market_006","2022-03-30",361
"market_006","2022-03-31",359
"market_006","2022-04-01",391
"market_006","2022-04-02",388
"market_006","2022-04-03",374
"market_006","2022-04-04",416
"market_006","2022-04-05",337
"market_006","2022-04-06",381
"market_006","2022-04-07",375
"market_006","2022-04-08",374
"market_006","2022-04-09",370
"market_006","2022-04-10",376
"market_006","2022-04-11",409
"market_006","2022-04-12",370
"market_006","2022-04-13",357
"market_006","2022-04-14",362
"market_006","2022-04-15",376
"market_006","2022-04-16",389
"market_006","2022-04-17",360
"market_006","2022-04-18",394
"market_006","2022-04-19",366
"market_006","2022-04-20",388
"market_006","2022-04-21",385
"market_006","2022-04-22",403
"market_006","2022-04-23",358
"market_006","2022-04-24",388
"market_006","2022-04-25",355
"market_006","2022-04-26",350
"market_006","2022-04-27",337
"market_006","2022-04-28",371
"market_006","2022-04-29",375
"market_006","2022-04-30",344
"market_006","2022-05-01",390
"market_006","2022-05-02",363
"market_006","2022-05-03",336
"market_006","2022-05-04",329
"market_006","2022-05-05",344
"market_006","2022-05-06",338
"market_006","2022-05-07",374
"market_006","2022-05-08",388
"market_006","2022-05-09",350
"market_006","2022-05-10",348
"market_006","2022-05-11",312
"market_006","2022-05-12",315
"market_006","2022-05-13",337
"market_006","2022-05-14",376
"market_006","2022-05-15",350
"market_006","2022-05-16",361
"market_006","2022-05-17",336
"market_006","2022-05-18",348
"market_006","2022-05-19",326
"market_006","2022-05-20",337
"market_006","2022-05-21",358
"market_006","2022-05-22",349
"market_006","2022-05-23",309
"market_006","2022-05-24",341
"market_006","2022-05-25",293
"market_006","2022-05-26",333
"market_006","2022-05-27",350
"market_006","2022-05-28",343
"market_006","2022-05-29",332
"market_006","2022-05-30",337
"market_006","2022-05-31",335
"market_006","2022-06-01",313
"market_006","2022-06-02",319
"market_006","2022-06-03",333
"market_006","2022-06-04",351
"market_006","2022-06-05",346
"market_006","2022-06-06",371
"market_006","2022-06-07",310
"market_006","2022-06-08",336
"market_006","2022-06-09",335
"market_006","2022-06-10",354
"market_006","2022-06-11",342
"market_006","2022-06-12",366
"market_006","2022-06-13",309
"market_006","2022-06-14",334
"market_006","2022-06-15",335
"market_006","2022-06-16",355
"market_006","2022-06-17",343
"market_006","2022-06-18",362
"market_006","2022-06-19",361
"market_006","2022-06-20",330
"market_006","2022-06-21",334
"market_006","2022-06-22",323
"market_006","2022-06-23",360
"market_006","2022-06-24",358
"market_006","2022-06-25",366
"market_006","2022-06-26",395
"market_006","2022-06-27",354
"market_006","2022-06-28",347
"market_006","2022-06-29",350
"market_006","2022-06-30",377
"market_006","2022-07-01",376
"market_006","2022-07-02",375
"market_006","2022-07-03",359
"market_006","2022-07-04",367
"market_006","2022-07-05",349
"market_006","2022-07-06",316
"market_006","2022-07-07",331
"market_006","2022-07-08",334
"market_006","2022-07-09",392
"market_006","2022-07-10",376
"market_006","2022-07-11",312
"market_006","2022-07-12",354
"market_006","2022-07-13",338
"market_006","2022-07-14",334
"market_006","2022-07-15",339
"market_006","2022-07-16",337
"market_006","2022-07-17",374
"market_006","2022-07-18",346
"market_006","2022-07-19",344
"market_006","2022-07-20",345
"market_006","2022-07-21",351
"market_006","2022-07-22",350
"market_006","2022-07-23",362
"market_006","2022-07-24",368
"market_006","2022-07-25",328
"market_006","2022-07-26",343
"market_006","2022-07-27",335
"market_006","2022-07-28",341
"market_006","2022-07-29",343
"market_006","2022-07-30",320
"market_006","2022-07-31",323
"market_006","2022-08-01",329
"market_006","2022-08-02",351
"market_006","2022-08-03",343
"market_006","2022-08-04",341
"market_006","2022-08-05",352
"market_006","2022-08-06",390
"market_006","2022-08-07",348
"market_006","2022-08-08",376
"market_007","2022-01-01",524
"market_007","2022-01-02",496
"market_007","2022-01-03",498
"market_007","2022-01-04",505
"market_007","2022-01-05",514
"market_007","2022-01-06",531
"market_007","2022-01-07",543
"market_007","2022-01-08",545
"market_007","2022-01-09",564
"market_007","2022-01-10",531
"market_007","2022-01-11",505
"market_007","2022-01-12",546
"market_007","2022-01-13",545
"market_007","2022-01-14",570
"market_007","2022-01-15",586
"market_007","2022-01-16",578
"market_007","2022-01-17",541
"market_007","2022-01-18",488
"market_007","2022-01-19",465
"market_007","2022-01-20",478
"market_007","2022-01-21",489
"market_007","2022-01-22",497
"market_007","2022-01-23",509
"market_007","2022-01-24",495
"market_007","2022-01-25",462
"market_007","2022-01-26",501
"market_007","2022-01-27",517
"market_007","2022-01-28",534
"market_007","2022-01-29",505
"market_007","2022-01-30",515
"market_007","2022-01-31",504
"market_007","2022-02-01",494
"market_007","2022-02-02",499
"market_007","2022-02-03",512
"market_007","2022-02-04",531
"market_007","2022-02-05",543
"market_007","2022-02-06",539
"market_007","2022-02-07",525
"market_007","2022-02-08",499
"market_007","2022-02-09",501
"market_007","2022-02-10",482
"market_007","2022-02-11",513
"market_007","2022-02-12",569
"market_007","2022-02-13",506
"market_007","2022-02-14",497
"market_007","2022-02-15",451
"market_007","2022-02-16",470
"market_007","2022-02-17",480
"market_007","2022-02-18",468
"market_007","2022-02-19",517
"market_007","2022-02-20",515
"market_007","2022-02-21",486
"market_007","2022-02-22",411
"market_007","2022-02-23",464
"market_007","2022-02-24",504
"market_007","2022-02-25",498
"market_007","2022-02-26",509
"market_007","2022-02-27",518
"market_007","2022-02-28",445
"market_007","2022-03-01",455
"market_007","2022-03-02",472
"market_007","2022-03-03",507
"market_007","2022-03-04",525
"market_007","2022-03-05",558
"market_007","2022-03-06",522
"market_007","2022-03-07",559
"market_007","2022-03-08",540
"market_007","2022-03-09",533
"market_007","2022-03-10",538
"market_007","2022-03-11",581
"market_007","2022-03-12",559
"market_007","2022-03-13",547
"market_007","2022-03-14",505
"market_007","2022-03-15",521
"market_007","2022-03-16",465
"market_007","2022-03-17",519
"market_007","2022-03-18",549
"market_007","2022-03-19",568
"market_007","2022-03-20",558
"market_007","2022-03-21",523
"market_007","2022-03-22",485
"market_007","2022-03-23",513
"market_007","2022-03-24",511
"market_007","2022-03-25",497
"market_007","2022-03-26",534
"market_007","2022-03-27",505
"market_007","2022-03-28",501
"market_007","2022-03-29",493
"market_007","2022-03-30",499
"market_007","2022-03-31",549
"market_007","2022-04-01",565
"market_007","2022-04-02",564
"market_007","2022-04-03",573
"market_007","2022-04-04",568
"market_007","2022-04-05",560
"market_007","2022-04-06",560
"market_007","2022-04-07",551
"market_007","2022-04-08",565
"market_007","2022-04-09",595
"market_007","2022-04-10",569
"market_007","2022-04-11",569
"market_007","2022-04-12",556
"market_007","2022-04-13",532
"market_007","2022-04-14",555
"market_007","2022-04-15",575
"market_007","2022-04-16",574
"market_007","2022-04-17",577
"market_007","2022-04-18",533
"market_007","2022-04-19",542
"market_007","2022-04-20",520
"market_007","2022-04-21",554
"market_007","2022-04-22",567
"market_007","2022-04-23",559
"market_007","2022-04-24",554
"market_007","2022-04-25",543
"market_007","2022-04-26",526
"market_007","2022-04-27",516
"market_007","2022-04-28",547
"market_007","2022-04-29",525
"market_007","2022-04-30",577
"market_007","2022-05-01",539
"market_007","2022-05-02",543
"market_007","2022-05-03",517
"market_007","2022-05-04",520
"market_007","2022-05-05",518
"market_007","2022-05-06",558
"market_007","2022-05-07",599
"market_007","2022-05-08",589
"market_007","2022-05-09",486
"market_007","2022-05-10",484
"market_007","2022-05-11",487
"market_007","2022-05-12",498
"market_007","2022-05-13",577
"market_007","2022-05-14",575
"market_007","2022-05-15",555
"market_007","2022-05-16",546
"market_007","2022-05-17",546
"market_007","2022-05-18",516
"market_007","2022-05-19",544
"market_007","2022-05-20",508
"market_007","2022-05-21",519
"market_007","2022-05-22",545
"market_007","2022-05-23",520
"market_007","2022-05-24",500
"market_007","2022-05-25",487
"market_007","2022-05-26",491
"market_007","2022-05-27",537
"market_007","2022-05-28",566
"market_007","2022-05-29",558
"market_007","2022-05-30",489
"market_007","2022-05-31",509
"market_007","2022-06-01",491
"market_007","2022-06-02",517
"market_007","2022-06-03",536
"market_007","2022-06-04",530
"market_007","2022-06-05",550
"market_007","2022-06-06",552
"market_007","2022-06-07",536
"market_007","2022-06-08",509
"market_007","2022-06-09",509
"market_007","2022-06-10",531
"market_007","2022-06-11",535
"market_007","2022-06-12",551
"market_007","2022-06-13",513
"market_007","2022-06-14",551
"market_007","2022-06-15",496
"market_007","2022-06-16",506
"market_007","2022-06-17",520
"market_007","2022-06-18",521
"market_007","2022-06-19",546
"market_007","2022-06-20",498
"market_007","2022-06-21",492
"market_007","2022-06-22",470
"market_007","2022-06-23",448
"market_007","2022-06-24",536
"market_007","2022-06-25",540
"market_007","2022-06-26",510
"market_007","2022-06-27",538
"market_007","2022-06-28",479
"market_007","2022-06-29",469
"market_007","2022-06-30",507
"market_007","2022-07-01",519
"market_007","2022-07-02",575
"market_007","2022-07-03",563
"market_007","2022-07-04",539
"market_007","2022-07-05",523
"market_007","2022-07-06",509
"market_007","2022-07-07",548
"market_007","2022-07-08",566
"market_007","2022-07-09",564
"market_007","2022-07-10",562
"market_007","2022-07-11",521
"market_007","2022-07-12",539
"market_007","2022-07-13",481
"market_007","2022-07-14",552
"market_007","2022-07-15",565
"market_007","2022-07-16",557
"market_007","2022-07-17",518
"market_007","2022-07-18",539
"market_007","2022-07-19",480
"market_007","2022-07-20",486
"market_007","2022-07-21",518
"market_007","2022-07-22",545
"market_007","2022-07-23",555
"market_007","2022-07-24",536
"market_007","2022-07-25",520
"market_007","2022-07-26",465
"market_007","2022-07-27",479
"market_007","2022-07-28",530
"market_007","2022-07-29",489
"market_007","2022-07-30",559
"market_007","2022-07-31",552
"market_007","2022-08-01",522
"market_007","2022-08-02",555
"market_007","2022-08-03",517
"market_007","2022-08-04",569
"market_007","2022-08-05",559
"market_007","2022-08-06",593
"market_007","2022-08-07",569
"market_007","2022-08-08",537
"market_008","2022-01-01",261
"market_008","2022-01-02",283
"market_008","2022-01-03",304
"market_008","2022-01-04",269
"market_008","2022-01-05",270
"market_008","2022-01-06",288
"market_008","2022-01-07",317
"market_008","2022-01-08",310
"market_008","2022-01-09",351
"market_008","2022-01-10",327
"market_008","2022-01-11",321
"market_008","2022-01-12",314
"market_008","2022-01-13",313
"market_008","2022-01-14",343
"market_008","2022-01-15",332
"market_008","2022-01-16",359
"market_008","2022-01-17",300
"market_008","2022-01-18",312
"market_008","2022-01-19",279
"market_008","2022-01-20",328
"market_008","2022-01-21",315
"market_008","2022-01-22",283
"market_008","2022-01-23",275
"market_008","2022-01-24",304
"market_008","2022-01-25",299
"market_008","2022-01-26",300
"market_008","2022-01-27",304
"market_008","2022-01-28",317
"market_008","2022-01-29",296
"market_008","2022-01-30",373
"market_008","2022-01-31",314
"market_008","2022-02-01",298
"market_008","2022-02-02",311
"market_008","2022-02-03",326
"market_008","2022-02-04",340
"market_008","2022-02-05",292
"market_008","2022-02-06",281
"market_008","2022-02-07",305
"market_008","2022-02-08",301
"market_008","2022-02-09",287
"market_008","2022-02-10",309
"market_008","2022-02-11",303
"market_008","2022-02-12",312
"market_008","2022-02-13",328
"market_008","2022-02-14",262
"market_008","2022-02-15",261
"market_008","2022-02-16",275
"market_008","2022-02-17",286
"market_008","2022-02-18",246
"market_008","2022-02-19",304
"market_008","2022-02-20",271
"market_008","2022-02-21",260
"market_008","2022-02-22",316
"market_008","2022-02-23",308
"market_008","2022-02-24",280
"market_008","2022-02-25",334
"market_008","2022-02-26",305
"market_008","2022-02-27",333
"market_008","2022-02-28",316
"market_008","2022-03-01",312
"market_008","2022-03-02",308
"market_008","2022-03-03",288
"market_008","2022-03-04",297
"market_008","2022-03-05",344
"market_008","2022-03-06",315
"market_008","2022-03-07",306
"market_008","2022-03-08",296
"market_008","2022-03-09",343
"market_008","2022-03-10",344
"market_008","2022-03-11",370
"market_008","2022-03-12",330
"market_008","2022-03-13",344
"market_008","2022-03-14",315
"market_008","2022-03-15",323
"market_008","2022-03-16",300
"market_008","2022-03-17",330
"market_008","2022-03-18",334
"market_008","2022-03-19",368
"market_008","2022-03-20",339
"market_008","2022-03-21",312
"market_008","2022-03-22",290
"market_008","2022-03-23",313
"market_008","2022-03-24",316
"market_008","2022-03-25",355
"market_008","2022-03-26",341
"market_008","2022-03-27",325
"market_008","2022-03-28",332
"market_008","2022-03-29",324
"market_008","2022-03-30",333
"market_008","2022-03-31",333
"market_008","2022-04-01",378
"market_008","2022-04-02",384
"market_008","2022-04-03",343
"market_008","2022-04-04",385
"market_008","2022-04-05",341
"market_008","2022-04-06",353
"market_008","2022-04-07",367
"market_008","2022-04-08",357
"market_008","2022-04-09",354
"market_008","2022-04-10",358
"market_008","2022-04-11",397
"market_008","2022-04-12",381
"market_008","2022-04-13",348
"market_008","2022-04-14",357
"market_008","2022-04-15",399
"market_008","2022-04-16",372
"market_008","2022-04-17",372
"market_008","2022-04-18",380
"market_008","2022-04-19",339
"market_008","2022-04-20",340
"market_008","2022-04-21",346
"market_008","2022-04-22",364
"market_008","2022-04-23",319
"market_008","2022-04-24",351
"market_008","2022-04-25",354
"market_008","2022-04-26",339
"market_008","2022-04-27",336
"market_008","2022-04-28",324
"market_008","2022-04-29",357
"market_008","2022-04-30",359
"market_008","2022-05-01",352
"market_008","2022-05-02",354
"market_008","2022-05-03",359
"market_008","2022-05-04",323
"market_008","2022-05-05",323
"market_008","2022-05-06",336
"market_008","2022-05-07",357
"market_008","2022-05-08",327
"market_008","2022-05-09",308
"market_008","2022-05-10",309
"market_008","2022-05-11",336
"market_008","2022-05-12",297
"market_008","2022-05-13",316
"market_008","2022-05-14",313
"market_008","2022-05-15",379
"market_008","2022-05-16",315
"market_008","2022-05-17",331
"market_008","2022-05-18",320
"market_008","2022-05-19",318
"market_008","2022-05-20",321
"market_008","2022-05-21",317
"market_008","2022-05-22",348
"market_008","2022-05-23",326
"market_008","2022-05-24",308
"market_008","2022-05-25",284
"market_008","2022-05-26",307
"market_008","2022-05-27",339
"market_008","2022-05-28",308
"market_008","2022-05-29",319
"market_008","2022-05-30",332
"market_008","2022-05-31",319
"market_008","2022-06-01",292
"market_008","2022-06-02",346
"market_008","2022-06-03",303
"market_008","2022-06-04",354
"market_008","2022-06-05",335
"market_008","2022-06-06",277
"market_008","2022-06-07",309
"market_008","2022-06-08",314
"market_008","2022-06-09",299
"market_008","2022-06-10",320
"market_008","2022-06-11",289
"market_008","2022-06-12",301
"market_008","2022-06-13",309
"market_008","2022-06-14",308
"market_008","2022-06-15",308
"market_008","2022-06-16",293
"market_008","2022-06-17",328
"market_008","2022-06-18",345
"market_008","2022-06-19",313
"market_008","2022-06-20",316
"market_008","2022-06-21",303
"market_008","2022-06-22",299
"market_008","2022-06-23",318
"market_008","2022-06-24",327
"market_008","2022-06-25",327
"market_008","2022-06-26",315
"market_008","2022-06-27",322
"market_008","2022-06-28",315
"market_008","2022-06-29",309
"market_008","2022-06-30",333
"market_008","2022-07-01",340
"market_008","2022-07-02",344
"market_008","2022-07-03",323
"market_008","2022-07-04",343
"market_008","2022-07-05",330
"market_008","2022-07-06",321
"market_008","2022-07-07",346
"market_008","2022-07-08",362
"market_008","2022-07-09",341
"market_008","2022-07-10",349
"market_008","2022-07-11",349
"market_008","2022-07-12",350
"market_008","2022-07-13",302
"market_008","2022-07-14",301
"market_008","2022-07-15",317
"market_008","2022-07-16",349
"market_008","2022-07-17",340
"market_008","2022-07-18",350
"market_008","2022-07-19",331
"market_008","2022-07-20",306
"market_008","2022-07-21",291
"market_008","2022-07-22",302
"market_008","2022-07-23",386
"market_008","2022-07-24",340
"market_008","2022-07-25",336
"market_008","2022-07-26",328
"market_008","2022-07-27",335
"market_008","2022-07-28",322
"market_008","2022-07-29",320
"market_008","2022-07-30",332
"market_008","2022-07-31",337
"market_008","2022-08-01",315
"market_008","2022-08-02",338
"market_008","2022-08-03",326
"market_008","2022-08-04",330
"market_008","2022-08-05",322
"market_008","2022-08-06",374
"market_008","2022-08-07",344
"market_008","2022-08-08",335
"market_009","2022-01-01",241
"market_009","2022-01-02",238
"market_009","2022-01-03",245
"market_009","2022-01-04",248
"market_009","2022-01-05",243
"market_009","2022-01-06",211
"market_009","2022-01-07",208
"market_009","2022-01-08",249
"market_009","2022-01-09",259
"market_009","2022-01-10",253
"market_009","2022-01-11",228
"market_009","2022-01-12",248
"market_009","2022-01-13",227
"market_009","2022-01-14",312
"market_009","2022-01-15",278
"market_009","2022-01-16",268
"market_009","2022-01-17",226
"market_009","2022-01-18",238
"market_009","2022-01-19",246
"market_009","2022-01-20",255
"market_009","2022-01-21",255
"market_009","2022-01-22",270
"market_009","2022-01-23",209
"market_009","2022-01-24",221
"market_009","2022-01-25",242
"market_009","2022-01-26",242
"market_009","2022-01-27",235
"market_009","2022-01-28",267
"market_009","2022-01-29",216
"market_009","2022-01-30",232
"market_009","2022-01-31",275
"market_009","2022-02-01",260
"market_009","2022-02-02",220
"market_009","2022-02-03",266
"market_009","2022-02-04",268
"market_009","2022-02-05",236
"market_009","2022-02-06",262
"market_009","2022-02-07",262
"market_009","2022-02-08",212
"market_009","2022-02-09",238
"market_009","2022-02-10",212
"market_009","2022-02-11",249
"market_009","2022-02-12",229
"market_009","2022-02-13",235
"market_009","2022-02-14",210
"market_009","2022-02-15",236
"market_009","2022-02-16",215
"market_009","2022-02-17",237
"market_009","2022-02-18",244
"market_009","2022-02-19",239
"market_009","2022-02-20",237
"market_009","2022-02-21",236
"market_009","2022-02-22",239
"market_009","2022-02-23",230
"market_009","2022-02-24",243
"market_009","2022-02-25",259
"market_009","2022-02-26",265
"market_009","2022-02-27",276
"market_009","2022-02-28",201
"market_009","2022-03-01",237
"market_009","2022-03-02",232
"market_009","2022-03-03",222
"market_009","2022-03-04",233
"market_009","2022-03-05",267
"market_009","2022-03-06",248
"market_009","2022-03-07",249
"market_009","2022-03-08",258
"market_009","2022-03-09",272
"market_009","2022-03-10",297
"market_009","2022-03-11",284
"market_009","2022-03-12",307
"market_009","2022-03-13",291
"market_009","2022-03-14",270
"market_009","2022-03-15",258
"market_009","2022-03-16",283
"market_009","2022-03-17",237
"market_009","2022-03-18",266
"market_009","2022-03-19",274
"market_009","2022-03-20",223
"market_009","2022-03-21",247
"market_009","2022-03-22",259
"market_009","2022-03-23",201
"market_009","2022-03-24",263
"market_009","2022-03-25",259
"market_009","2022-03-26",272
"market_009","2022-03-27",279
"market_009","2022-03-28",285
"market_009","2022-03-29",222
"market_009","2022-03-30",257
"market_009","2022-03-31",253
"market_009","2022-04-01",279
"market_009","2022-04-02",280
"market_009","2022-04-03",264
"market_009","2022-04-04",252
"market_009","2022-04-05",313
"market_009","2022-04-06",247
"market_009","2022-04-07",277
"market_009","2022-04-08",254
"market_009","2022-04-09",306
"market_009","2022-04-10",248
"market_009","2022-04-11",262
"market_009","2022-04-12",253
"market_009","2022-04-13",270
"market_009","2022-04-14",272
"market_009","2022-04-15",328
"market_009","2022-04-16",289
"market_009","2022-04-17",309
"market_009","2022-04-18",292
"market_009","2022-04-19",284
"market_009","2022-04-20",279
"market_009","2022-04-21",279
"market_009","2022-04-22",269
"market_009","2022-04-23",278
"market_009","2022-04-24",289
"market_009","2022-04-25",223
"market_009","2022-04-26",227
"market_009","2022-04-27",250
"market_009","2022-04-28",240
"market_009","2022-04-29",279
"market_009","2022-04-30",291
"market_009","2022-05-01",293
"market_009","2022-05-02",285
"market_009","2022-05-03",271
"market_009","2022-05-04",266
"market_009","2022-05-05",266
"market_009","2022-05-06",269
"market_009","2022-05-07",257
"market_009","2022-05-08",303
"market_009","2022-05-09",237
"market_009","2022-05-10",276
"market_009","2022-05-11",263
"market_009","2022-05-12",286
"market_009","2022-05-13",269
"market_009","2022-05-14",257
"market_009","2022-05-15",262
"market_009","2022-05-16",232
"market_009","2022-05-17",267
"market_009","2022-05-18",252
"market_009","2022-05-19",252
"market_009","2022-05-20",262
"market_009","2022-05-21",253
"market_009","2022-05-22",251
"market_009","2022-05-23",264
"market_009","2022-05-24",267
"market_009","2022-05-25",242
"market_009","2022-05-26",255
"market_009","2022-05-27",260
"market_009","2022-05-28",263
"market_009","2022-05-29",258
"market_009","2022-05-30",263
"market_009","2022-05-31",259
"market_009","2022-06-01",244
"market_009","2022-06-02",261
"market_009","2022-06-03",248
"market_009","2022-06-04",266
"market_009","2022-06-05",268
"market_009","2022-06-06",249
"market_009","2022-06-07",239
"market_009","2022-06-08",230
"market_009","2022-06-09",259
"market_009","2022-06-10",260
"market_009","2022-06-11",304
"market_009","2022-06-12",252
"market_009","2022-06-13",248
"market_009","2022-06-14",223
"market_009","2022-06-15",260
"market_009","2022-06-16",239
"market_009","2022-06-17",255
"market_009","2022-06-18",274
"market_009","2022-06-19",286
"market_009","2022-06-20",246
"market_009","2022-06-21",240
"market_009","2022-06-22",242
"market_009","2022-06-23",271
"market_009","2022-06-24",263
"market_009","2022-06-25",268
"market_009","2022-06-26",272
"market_009","2022-06-27",268
"market_009","2022-06-28",271
"market_009","2022-06-29",215
"market_009","2022-06-30",236
"market_009","2022-07-01",242
"market_009","2022-07-02",277
"market_009","2022-07-03",247
"market_009","2022-07-04",260
"market_009","2022-07-05",261
"market_009","2022-07-06",291
"market_009","2022-07-07",259
"market_009","2022-07-08",268
"market_009","2022-07-09",271
"market_009","2022-07-10",255
"market_009","2022-07-11",200
"market_009","2022-07-12",279
"market_009","2022-07-13",239
"market_009","2022-07-14",233
"market_009","2022-07-15",262
"market_009","2022-07-16",251
"market_009","2022-07-17",279
"market_009","2022-07-18",254
"market_009","2022-07-19",271
"market_009","2022-07-20",241
"market_009","2022-07-21",234
"market_009","2022-07-22",276
"market_009","2022-07-23",319
"market_009","2022-07-24",251
"market_009","2022-07-25",250
"market_009","2022-07-26",228
"market_009","2022-07-27",273
"market_009","2022-07-28",249
"market_009","2022-07-29",213
"market_009","2022-07-30",216
"market_009","2022-07-31",280
"market_009","2022-08-01",263
"market_009","2022-08-02",216
"market_009","2022-08-03",232
"market_009","2022-08-04",267
"market_009","2022-08-05",268
"market_009","2022-08-06",245
"market_009","2022-08-07",290
"market_009","2022-08-08",258
"market_010","2022-01-01",916
"market_010","2022-01-02",893
"market_010","2022-01-03",882
"market_010","2022-01-04",805
"market_010","2022-01-05",853
"market_010","2022-01-06",881
"market_010","2022-01-07",919
"market_010","2022-01-08",910
"market_010","2022-01-09",939
"market_010","2022-01-10",874
"market_010","2022-01-11",879
"market_010","2022-01-12",887
"market_010","2022-01-13",913
"market_010","2022-01-14",974
"market_010","2022-01-15",958
"market_010","2022-01-16",939
"market_010","2022-01-17",928
