"location","category","date","Y"
"market_023","region_3",2022-04-21,991
"market_023","region_3",2022-04-22,1029
"market_023","region_3",2022-04-23,1053
"market_023","region_3",2022-04-24,1061
"market_023","region_3",2022-04-25,1007
"market_023","region_3",2022-04-26,955
"market_023","region_3",2022-04-27,983
"market_023","region_3",2022-04-28,1025
"market_023","region_3",2022-04-29,1054
"market_023","region_3",2022-04-30,1055
"market_023","region_3",2022-05-01,1080
"market_023","region_3",2022-05-02,988
"market_023","region_3",2022-05-03,1002
"market_023","region_3",2022-05-04,1010
"market_023","region_3",2022-05-05,993
"market_023","region_3",2022-05-06,1037
"market_023","region_3",2022-05-07,1044
"market_023","region_3",2022-05-08,1006
"market_023","region_3",2022-05-09,1009
"market_023","region_3",2022-05-10,954
"market_023","region_3",2022-05-11,944
"market_023","region_3",2022-05-12,934
"market_023","region_3",2022-05-13,1009
"market_023","region_3",2022-05-14,994
"market_023","region_3",2022-05-15,1033
"market_023","region_3",2022-05-16,993
"market_023","region_3",2022-05-17,914
"market_023","region_3",2022-05-18,964
"market_023","region_3",2022-05-19,971
"market_023","region_3",2022-05-20,1005
"market_023","region_3",2022-05-21,987
"market_023","region_3",2022-05-22,1010
"market_023","region_3",2022-05-23,977
"market_023","region_3",2022-05-24,978
"market_023","region_3",2022-05-25,953
"market_023","region_3",2022-05-26,941
"market_023","region_3",2022-05-27,980
"market_023","region_3",2022-05-28,984
"market_023","region_3",2022-05-29,972
"market_023","region_3",2022-05-30,936
"market_023","region_3",2022-05-31,951
"market_023","region_3",2022-06-01,913
"market_023","region_3",2022-06-02,974
"market_023","region_3",2022-06-03,1010
"market_023","region_3",2022-06-04,1032
"market_023","region_3",2022-06-05,991
"market_023","region_3",2022-06-06,996
"market_023","region_3",2022-06-07,968
"market_023","region_3",2022-06-08,945
"market_023","region_3",2022-06-09,959
"market_023","region_3",2022-06-10,1009
"market_023","region_3",2022-06-11,962
"market_023","region_3",2022-06-12,1014
"market_023","region_3",2022-06-13,983
"market_023","region_3",2022-06-14,939
"market_023","region_3",2022-06-15,952
"market_023","region_3",2022-06-16,919
"market_023","region_3",2022-06-17,964
"market_023","region_3",2022-06-18,981
"market_023","region_3",2022-06-19,1023
"market_023","region_3",2022-06-20,935
"market_023","region_3",2022-06-21,928
"market_023","region_3",2022-06-22,926
"market_023","region_3",2022-06-23,959
"market_023","region_3",2022-06-24,986
"market_023","region_3",2022-06-25,1006
"market_023","region_3",2022-06-26,1000
"market_023","region_3",2022-06-27,967
"market_023","region_3",2022-06-28,978
"market_023","region_3",2022-06-29,972
"market_023","region_3",2022-06-30,1011
"market_023","region_3",2022-07-01,999
"market_023","region_3",2022-07-02,1010
"market_023","region_3",2022-07-03,1034
"market_023","region_3",2022-07-04,1026
"market_023","region_3",2022-07-05,1002
"market_023","region_3",2022-07-06,1018
"market_023","region_3",2022-07-07,972
"market_023","region_3",2022-07-08,1019
"market_023","region_3",2022-07-09,1050
"market_023","region_3",2022-07-10,1005
"market_023","region_3",2022-07-11,989
"market_023","region_3",2022-07-12,952
"market_023","region_3",2022-07-13,939
"market_023","region_3",2022-07-14,944
"market_023","region_3",2022-07-15,976
"market_023","region_3",2022-07-16,1017
"market_023","region_3",2022-07-17,965
"market_023","region_3",2022-07-18,996
"market_023","region_3",2022-07-19,997
"market_023","region_3",2022-07-20,918
"market_023","region_3",2022-07-21,969
"market_023","region_3",2022-07-22,975
"market_023","region_3",2022-07-23,1027
"market_023","region_3",2022-07-24,1015
"market_023","region_3",2022-07-25,996
"market_023","region_3",2022-07-26,955
"market_023","region_3",2022-07-27,924
"market_023","region_3",2022-07-28,963
"market_023","region_3",2022-07-29,948
"market_023","region_3",2022-07-30,998
"market_023","region_3",2022-07-31,987
"market_023","region_3",2022-08-01,967
"market_023","region_3",2022-08-02,971
"market_023","region_3",2022-08-03,937
"market_023","region_3",2022-08-04,982
"market_023","region_3",2022-08-05,1008
"market_023","region_3",2022-08-06,1036
"market_023","region_3",2022-08-07,1054
"market_023","region_3",2022-08-08,1018
"market_024","region_5",2022-01-01,766
"market_024","region_5",2022-01-02,781
"market_024","region_5",2022-01-03,735
"market_024","region_5",2022-01-04,764
"market_024","region_5",2022-01-05,700
"market_024","region_5",2022-01-06,720
"market_024","region_5",2022-01-07,780
"market_024","region_5",2022-01-08,808
"market_024","region_5",2022-01-09,830
"market_024","region_5",2022-01-10,837
"market_024","region_5",2022-01-11,790
"market_024","region_5",2022-01-12,837
"market_024","region_5",2022-01-13,816
"market_024","region_5",2022-01-14,846
"market_024","region_5",2022-01-15,859
"market_024","region_5",2022-01-16,802
"market_024","region_5",2022-01-17,816
"market_024","region_5",2022-01-18,736
"market_024","region_5",2022-01-19,696
"market_024","region_5",2022-01-20,715
"market_024","region_5",2022-01-21,747
"market_024","region_5",2022-01-22,722
"market_024","region_5",2022-01-23,723
"market_024","region_5",2022-01-24,733
"market_024","region_5",2022-01-25,732
"market_024","region_5",2022-01-26,744
"market_024","region_5",2022-01-27,708
"market_024","region_5",2022-01-28,772
"market_024","region_5",2022-01-29,793
"market_024","region_5",2022-01-30,754
"market_024","region_5",2022-01-31,759
"market_024","region_5",2022-02-01,755
"market_024","region_5",2022-02-02,774
"market_024","region_5",2022-02-03,769
"market_024","region_5",2022-02-04,804
"market_024","region_5",2022-02-05,855
"market_024","region_5",2022-02-06,793
"market_024","region_5",2022-02-07,763
"market_024","region_5",2022-02-08,726
"market_024","region_5",2022-02-09,738
"market_024","region_5",2022-02-10,719
"market_024","region_5",2022-02-11,759
"market_024","region_5",2022-02-12,797
"market_024","region_5",2022-02-13,758
"market_024","region_5",2022-02-14,707
"market_024","region_5",2022-02-15,694
"market_024","region_5",2022-02-16,670
"market_024","region_5",2022-02-17,679
"market_024","region_5",2022-02-18,719
"market_024","region_5",2022-02-19,718
"market_024","region_5",2022-02-20,764
"market_024","region_5",2022-02-21,680
"market_024","region_5",2022-02-22,722
"market_024","region_5",2022-02-23,705
"market_024","region_5",2022-02-24,727
"market_024","region_5",2022-02-25,749
"market_024","region_5",2022-02-26,753
"market_024","region_5",2022-02-27,778
"market_024","region_5",2022-02-28,720
"market_024","region_5",2022-03-01,755
"market_024","region_5",2022-03-02,716
"market_024","region_5",2022-03-03,733
"market_024","region_5",2022-03-04,775
"market_024","region_5",2022-03-05,850
"market_024","region_5",2022-03-06,774
"market_024","region_5",2022-03-07,799
"market_024","region_5",2022-03-08,788
"market_024","region_5",2022-03-09,801
"market_024","region_5",2022-03-10,849
"market_024","region_5",2022-03-11,845
"market_024","region_5",2022-03-12,822
"market_024","region_5",2022-03-13,839
"market_024","region_5",2022-03-14,816
"market_024","region_5",2022-03-15,757
"market_024","region_5",2022-03-16,778
"market_024","region_5",2022-03-17,795
"market_024","region_5",2022-03-18,805
"market_024","region_5",2022-03-19,878
"market_024","region_5",2022-03-20,844
"market_024","region_5",2022-03-21,766
"market_024","region_5",2022-03-22,795
"market_024","region_5",2022-03-23,746
"market_024","region_5",2022-03-24,787
"market_024","region_5",2022-03-25,850
"market_024","region_5",2022-03-26,828
"market_024","region_5",2022-03-27,809
"market_024","region_5",2022-03-28,756
"market_024","region_5",2022-03-29,788
"market_024","region_5",2022-03-30,773
"market_024","region_5",2022-03-31,851
"market_024","region_5",2022-04-01,894
"market_024","region_5",2022-04-02,893
"market_024","region_5",2022-04-03,921
"market_024","region_5",2022-04-04,869
"market_024","region_5",2022-04-05,905
"market_024","region_5",2022-04-06,884
"market_024","region_5",2022-04-07,882
"market_024","region_5",2022-04-08,878
"market_024","region_5",2022-04-09,873
"market_024","region_5",2022-04-10,881
"market_024","region_5",2022-04-11,873
"market_024","region_5",2022-04-12,893
"market_024","region_5",2022-04-13,813
"market_024","region_5",2022-04-14,877
"market_024","region_5",2022-04-15,905
"market_024","region_5",2022-04-16,876
"market_024","region_5",2022-04-17,881
"market_024","region_5",2022-04-18,890
"market_024","region_5",2022-04-19,839
"market_024","region_5",2022-04-20,849
"market_024","region_5",2022-04-21,840
"market_024","region_5",2022-04-22,883
"market_024","region_5",2022-04-23,884
"market_024","region_5",2022-04-24,882
"market_024","region_5",2022-04-25,821
"market_024","region_5",2022-04-26,778
"market_024","region_5",2022-04-27,763
"market_024","region_5",2022-04-28,856
"market_024","region_5",2022-04-29,849
"market_024","region_5",2022-04-30,865
"market_024","region_5",2022-05-01,875
"market_024","region_5",2022-05-02,835
"market_024","region_5",2022-05-03,793
"market_024","region_5",2022-05-04,772
"market_024","region_5",2022-05-05,798
"market_024","region_5",2022-05-06,876
"market_024","region_5",2022-05-07,870
"market_024","region_5",2022-05-08,828
"market_024","region_5",2022-05-09,806
"market_024","region_5",2022-05-10,775
"market_024","region_5",2022-05-11,751
"market_024","region_5",2022-05-12,802
"market_024","region_5",2022-05-13,825
"market_024","region_5",2022-05-14,810
"market_024","region_5",2022-05-15,867
"market_024","region_5",2022-05-16,798
"market_024","region_5",2022-05-17,757
"market_024","region_5",2022-05-18,834
"market_024","region_5",2022-05-19,778
"market_024","region_5",2022-05-20,771
"market_024","region_5",2022-05-21,814
"market_024","region_5",2022-05-22,804
"market_024","region_5",2022-05-23,783
"market_024","region_5",2022-05-24,747
"market_024","region_5",2022-05-25,729
"market_024","region_5",2022-05-26,753
"market_024","region_5",2022-05-27,797
"market_024","region_5",2022-05-28,788
"market_024","region_5",2022-05-29,825
"market_024","region_5",2022-05-30,772
"market_024","region_5",2022-05-31,724
"market_024","region_5",2022-06-01,759
"market_024","region_5",2022-06-02,777
"market_024","region_5",2022-06-03,811
"market_024","region_5",2022-06-04,855
"market_024","region_5",2022-06-05,807
"market_024","region_5",2022-06-06,796
"market_024","region_5",2022-06-07,765
"market_024","region_5",2022-06-08,781
"market_024","region_5",2022-06-09,781
"market_024","region_5",2022-06-10,795
"market_024","region_5",2022-06-11,796
"market_024","region_5",2022-06-12,765
"market_024","region_5",2022-06-13,739
"market_024","region_5",2022-06-14,777
"market_024","region_5",2022-06-15,760
"market_024","region_5",2022-06-16,761
"market_024","region_5",2022-06-17,790
"market_024","region_5",2022-06-18,819
"market_024","region_5",2022-06-19,793
"market_024","region_5",2022-06-20,765
"market_024","region_5",2022-06-21,770
"market_024","region_5",2022-06-22,745
"market_024","region_5",2022-06-23,779
"market_024","region_5",2022-06-24,777
"market_024","region_5",2022-06-25,817
"market_024","region_5",2022-06-26,784
"market_024","region_5",2022-06-27,773
"market_024","region_5",2022-06-28,775
"market_024","region_5",2022-06-29,798
"market_024","region_5",2022-06-30,764
"market_024","region_5",2022-07-01,805
"market_024","region_5",2022-07-02,846
"market_024","region_5",2022-07-03,844
"market_024","region_5",2022-07-04,847
"market_024","region_5",2022-07-05,794
"market_024","region_5",2022-07-06,798
"market_024","region_5",2022-07-07,859
"market_024","region_5",2022-07-08,867
"market_024","region_5",2022-07-09,829
"market_024","region_5",2022-07-10,812
"market_024","region_5",2022-07-11,821
"market_024","region_5",2022-07-12,838
"market_024","region_5",2022-07-13,762
"market_024","region_5",2022-07-14,746
"market_024","region_5",2022-07-15,785
"market_024","region_5",2022-07-16,796
"market_024","region_5",2022-07-17,810
"market_024","region_5",2022-07-18,829
"market_024","region_5",2022-07-19,792
"market_024","region_5",2022-07-20,770
"market_024","region_5",2022-07-21,790
"market_024","region_5",2022-07-22,811
"market_024","region_5",2022-07-23,853
"market_024","region_5",2022-07-24,806
"market_024","region_5",2022-07-25,799
"market_024","region_5",2022-07-26,760
"market_024","region_5",2022-07-27,730
"market_024","region_5",2022-07-28,750
"market_024","region_5",2022-07-29,788
"market_024","region_5",2022-07-30,835
"market_024","region_5",2022-07-31,841
"market_024","region_5",2022-08-01,787
"market_024","region_5",2022-08-02,798
"market_024","region_5",2022-08-03,778
"market_024","region_5",2022-08-04,827
"market_024","region_5",2022-08-05,823
"market_024","region_5",2022-08-06,858
"market_024","region_5",2022-08-07,882
"market_024","region_5",2022-08-08,858
"market_025","region_3",2022-01-01,101
"market_025","region_3",2022-01-02,133
"market_025","region_3",2022-01-03,137
"market_025","region_3",2022-01-04,125
"market_025","region_3",2022-01-05,134
"market_025","region_3",2022-01-06,118
"market_025","region_3",2022-01-07,154
"market_025","region_3",2022-01-08,142
"market_025","region_3",2022-01-09,132
"market_025","region_3",2022-01-10,114
"market_025","region_3",2022-01-11,126
"market_025","region_3",2022-01-12,148
"market_025","region_3",2022-01-13,137
"market_025","region_3",2022-01-14,116
"market_025","region_3",2022-01-15,115
"market_025","region_3",2022-01-16,139
"market_025","region_3",2022-01-17,107
"market_025","region_3",2022-01-18,141
"market_025","region_3",2022-01-19,110
"market_025","region_3",2022-01-20,118
"market_025","region_3",2022-01-21,78
"market_025","region_3",2022-01-22,140
"market_025","region_3",2022-01-23,109
"market_025","region_3",2022-01-24,130
"market_025","region_3",2022-01-25,78
"market_025","region_3",2022-01-26,124
"market_025","region_3",2022-01-27,123
"market_025","region_3",2022-01-28,89
"market_025","region_3",2022-01-29,125
"market_025","region_3",2022-01-30,98
"market_025","region_3",2022-01-31,103
"market_025","region_3",2022-02-01,129
"market_025","region_3",2022-02-02,118
"market_025","region_3",2022-02-03,117
"market_025","region_3",2022-02-04,114
"market_025","region_3",2022-02-05,90
"market_025","region_3",2022-02-06,132
"market_025","region_3",2022-02-07,77
"market_025","region_3",2022-02-08,132
"market_025","region_3",2022-02-09,115
"market_025","region_3",2022-02-10,116
"market_025","region_3",2022-02-11,108
"market_025","region_3",2022-02-12,81
"market_025","region_3",2022-02-13,126
"market_025","region_3",2022-02-14,116
"market_025","region_3",2022-02-15,101
"market_025","region_3",2022-02-16,110
"market_025","region_3",2022-02-17,124
"market_025","region_3",2022-02-18,120
"market_025","region_3",2022-02-19,126
"market_025","region_3",2022-02-20,123
"market_025","region_3",2022-02-21,98
"market_025","region_3",2022-02-22,144
"market_025","region_3",2022-02-23,120
"market_025","region_3",2022-02-24,119
"market_025","region_3",2022-02-25,111
"market_025","region_3",2022-02-26,90
"market_025","region_3",2022-02-27,117
"market_025","region_3",2022-02-28,105
"market_025","region_3",2022-03-01,75
"market_025","region_3",2022-03-02,125
"market_025","region_3",2022-03-03,113
"market_025","region_3",2022-03-04,144
"market_025","region_3",2022-03-05,123
"market_025","region_3",2022-03-06,151
"market_025","region_3",2022-03-07,103
"market_025","region_3",2022-03-08,102
"market_025","region_3",2022-03-09,117
"market_025","region_3",2022-03-10,147
"market_025","region_3",2022-03-11,105
"market_025","region_3",2022-03-12,163
"market_025","region_3",2022-03-13,141
"market_025","region_3",2022-03-14,138
"market_025","region_3",2022-03-15,108
"market_025","region_3",2022-03-16,123
"market_025","region_3",2022-03-17,110
"market_025","region_3",2022-03-18,124
"market_025","region_3",2022-03-19,124
"market_025","region_3",2022-03-20,142
"market_025","region_3",2022-03-21,114
"market_025","region_3",2022-03-22,109
"market_025","region_3",2022-03-23,120
"market_025","region_3",2022-03-24,133
"market_025","region_3",2022-03-25,141
"market_025","region_3",2022-03-26,138
"market_025","region_3",2022-03-27,150
"market_025","region_3",2022-03-28,138
"market_025","region_3",2022-03-29,91
"market_025","region_3",2022-03-30,148
"market_025","region_3",2022-03-31,145
"market_025","region_3",2022-04-01,125
"market_025","region_3",2022-04-02,160
"market_025","region_3",2022-04-03,109
"market_025","region_3",2022-04-04,138
"market_025","region_3",2022-04-05,163
"market_025","region_3",2022-04-06,143
"market_025","region_3",2022-04-07,141
"market_025","region_3",2022-04-08,99
"market_025","region_3",2022-04-09,113
"market_025","region_3",2022-04-10,120
"market_025","region_3",2022-04-11,125
"market_025","region_3",2022-04-12,163
"market_025","region_3",2022-04-13,128
"market_025","region_3",2022-04-14,123
"market_025","region_3",2022-04-15,135
"market_025","region_3",2022-04-16,162
"market_025","region_3",2022-04-17,144
"market_025","region_3",2022-04-18,126
"market_025","region_3",2022-04-19,90
"market_025","region_3",2022-04-20,141
"market_025","region_3",2022-04-21,124
"market_025","region_3",2022-04-22,138
"market_025","region_3",2022-04-23,133
"market_025","region_3",2022-04-24,129
"market_025","region_3",2022-04-25,135
"market_025","region_3",2022-04-26,128
"market_025","region_3",2022-04-27,123
"market_025","region_3",2022-04-28,163
"market_025","region_3",2022-04-29,115
"market_025","region_3",2022-04-30,145
"market_025","region_3",2022-05-01,139
"market_025","region_3",2022-05-02,116
"market_025","region_3",2022-05-03,96
"market_025","region_3",2022-05-04,132
"market_025","region_3",2022-05-05,139
"market_025","region_3",2022-05-06,143
"market_025","region_3",2022-05-07,136
"market_025","region_3",2022-05-08,135
"market_025","region_3",2022-05-09,122
"market_025","region_3",2022-05-10,115
"market_025","region_3",2022-05-11,133
"market_025","region_3",2022-05-12,129
"market_025","region_3",2022-05-13,161
"market_025","region_3",2022-05-14,124
"market_025","region_3",2022-05-15,107
"market_025","region_3",2022-05-16,115
"market_025","region_3",2022-05-17,125
"market_025","region_3",2022-05-18,134
"market_025","region_3",2022-05-19,123
"market_025","region_3",2022-05-20,132
"market_025","region_3",2022-05-21,132
"market_025","region_3",2022-05-22,139
"market_025","region_3",2022-05-23,153
"market_025","region_3",2022-05-24,138
"market_025","region_3",2022-05-25,124
"market_025","region_3",2022-05-26,125
"market_025","region_3",2022-05-27,104
"market_025","region_3",2022-05-28,136
"market_025","region_3",2022-05-29,100
"market_025","region_3",2022-05-30,112
"market_025","region_3",2022-05-31,156
"market_025","region_3",2022-06-01,107
"market_025","region_3",2022-06-02,131
"market_025","region_3",2022-06-03,135
"market_025","region_3",2022-06-04,119
"market_025","region_3",2022-06-05,113
"market_025","region_3",2022-06-06,138
"market_025","region_3",2022-06-07,151
"market_025","region_3",2022-06-08,120
"market_025","region_3",2022-06-09,106
"market_025","region_3",2022-06-10,124
"market_025","region_3",2022-06-11,85
"market_025","region_3",2022-06-12,111
"market_025","region_3",2022-06-13,140
"market_025","region_3",2022-06-14,91
"market_025","region_3",2022-06-15,120
"market_025","region_3",2022-06-16,156
"market_025","region_3",2022-06-17,102
"market_025","region_3",2022-06-18,112
"market_025","region_3",2022-06-19,121
"market_025","region_3",2022-06-20,140
"market_025","region_3",2022-06-21,109
"market_025","region_3",2022-06-22,96
"market_025","region_3",2022-06-23,114
"market_025","region_3",2022-06-24,114
"market_025","region_3",2022-06-25,132
"market_025","region_3",2022-06-26,121
"market_025","region_3",2022-06-27,117
"market_025","region_3",2022-06-28,99
"market_025","region_3",2022-06-29,151
"market_025","region_3",2022-06-30,107
"market_025","region_3",2022-07-01,94
"market_025","region_3",2022-07-02,121
"market_025","region_3",2022-07-03,112
"market_025","region_3",2022-07-04,152
"market_025","region_3",2022-07-05,121
"market_025","region_3",2022-07-06,110
"market_025","region_3",2022-07-07,133
"market_025","region_3",2022-07-08,137
"market_025","region_3",2022-07-09,148
"market_025","region_3",2022-07-10,119
"market_025","region_3",2022-07-11,104
"market_025","region_3",2022-07-12,140
"market_025","region_3",2022-07-13,120
"market_025","region_3",2022-07-14,114
"market_025","region_3",2022-07-15,130
"market_025","region_3",2022-07-16,126
"market_025","region_3",2022-07-17,118
"market_025","region_3",2022-07-18,116
"market_025","region_3",2022-07-19,119
"market_025","region_3",2022-07-20,111
"market_025","region_3",2022-07-21,122
"market_025","region_3",2022-07-22,144
"market_025","region_3",2022-07-23,114
"market_025","region_3",2022-07-24,147
"market_025","region_3",2022-07-25,131
"market_025","region_3",2022-07-26,103
"market_025","region_3",2022-07-27,110
"market_025","region_3",2022-07-28,138
"market_025","region_3",2022-07-29,147
"market_025","region_3",2022-07-30,128
"market_025","region_3",2022-07-31,123
"market_025","region_3",2022-08-01,91
"market_025","region_3",2022-08-02,89
"market_025","region_3",2022-08-03,134
"market_025","region_3",2022-08-04,131
"market_025","region_3",2022-08-05,146
"market_025","region_3",2022-08-06,163
"market_025","region_3",2022-08-07,155
"market_025","region_3",2022-08-08,122
"market_026","region_2",2022-01-01,1527
"market_026","region_2",2022-01-02,1482
"market_026","region_2",2022-01-03,1490
"market_026","region_2",2022-01-04,1493
"market_026","region_2",2022-01-05,1476
"market_026","region_2",2022-01-06,1512
"market_026","region_2",2022-01-07,1556
"market_026","region_2",2022-01-08,1594
"market_026","region_2",2022-01-09,1626
"market_026","region_2",2022-01-10,1613
"market_026","region_2",2022-01-11,1604
"market_026","region_2",2022-01-12,1663
"market_026","region_2",2022-01-13,1644
"market_026","region_2",2022-01-14,1672
"market_026","region_2",2022-01-15,1680
"market_026","region_2",2022-01-16,1690
"market_026","region_2",2022-01-17,1658
"market_026","region_2",2022-01-18,1582
"market_026","region_2",2022-01-19,1511
"market_026","region_2",2022-01-20,1544
"market_026","region_2",2022-01-21,1582
"market_026","region_2",2022-01-22,1565
"market_026","region_2",2022-01-23,1520
"market_026","region_2",2022-01-24,1534
"market_026","region_2",2022-01-25,1571
"market_026","region_2",2022-01-26,1559
"market_026","region_2",2022-01-27,1562
"market_026","region_2",2022-01-28,1562
"market_026","region_2",2022-01-29,1596
"market_026","region_2",2022-01-30,1566
"market_026","region_2",2022-01-31,1522
"market_026","region_2",2022-02-01,1567
"market_026","region_2",2022-02-02,1593
"market_026","region_2",2022-02-03,1606
"market_026","region_2",2022-02-04,1638
"market_026","region_2",2022-02-05,1651
"market_026","region_2",2022-02-06,1609
"market_026","region_2",2022-02-07,1565
"market_026","region_2",2022-02-08,1450
"market_026","region_2",2022-02-09,1392
"market_026","region_2",2022-02-10,1490
"market_026","region_2",2022-02-11,1483
"market_026","region_2",2022-02-12,1518
"market_026","region_2",2022-02-13,1500
"market_026","region_2",2022-02-14,1472
"market_026","region_2",2022-02-15,1380
"market_026","region_2",2022-02-16,1379
"market_026","region_2",2022-02-17,1472
"market_026","region_2",2022-02-18,1463
"market_026","region_2",2022-02-19,1531
"market_026","region_2",2022-02-20,1532
"market_026","region_2",2022-02-21,1495
"market_026","region_2",2022-02-22,1489
"market_026","region_2",2022-02-23,1455
"market_026","region_2",2022-02-24,1476
"market_026","region_2",2022-02-25,1516
"market_026","region_2",2022-02-26,1578
"market_026","region_2",2022-02-27,1560
"market_026","region_2",2022-02-28,1486
"market_026","region_2",2022-03-01,1452
"market_026","region_2",2022-03-02,1428
"market_026","region_2",2022-03-03,1472
"market_026","region_2",2022-03-04,1539
"market_026","region_2",2022-03-05,1607
"market_026","region_2",2022-03-06,1565
"market_026","region_2",2022-03-07,1623
"market_026","region_2",2022-03-08,1575
"market_026","region_2",2022-03-09,1618
"market_026","region_2",2022-03-10,1663
"market_026","region_2",2022-03-11,1720
"market_026","region_2",2022-03-12,1696
"market_026","region_2",2022-03-13,1688
"market_026","region_2",2022-03-14,1652
"market_026","region_2",2022-03-15,1630
"market_026","region_2",2022-03-16,1574
"market_026","region_2",2022-03-17,1640
"market_026","region_2",2022-03-18,1678
"market_026","region_2",2022-03-19,1685
"market_026","region_2",2022-03-20,1673
"market_026","region_2",2022-03-21,1631
"market_026","region_2",2022-03-22,1622
"market_026","region_2",2022-03-23,1648
"market_026","region_2",2022-03-24,1642
"market_026","region_2",2022-03-25,1690
"market_026","region_2",2022-03-26,1653
"market_026","region_2",2022-03-27,1683
"market_026","region_2",2022-03-28,1646
"market_026","region_2",2022-03-29,1621
"market_026","region_2",2022-03-30,1650
"market_026","region_2",2022-03-31,1708
"market_026","region_2",2022-04-01,1767
"market_026","region_2",2022-04-02,1804
"market_026","region_2",2022-04-03,1789
"market_026","region_2",2022-04-04,1826
"market_026","region_2",2022-04-05,1753
"market_026","region_2",2022-04-06,1770
"market_026","region_2",2022-04-07,1729
"market_026","region_2",2022-04-08,1740
"market_026","region_2",2022-04-09,1767
"market_026","region_2",2022-04-10,1754
"market_026","region_2",2022-04-11,1777
"market_026","region_2",2022-04-12,1749
"market_026","region_2",2022-04-13,1751
"market_026","region_2",2022-04-14,1817
"market_026","region_2",2022-04-15,1815
"market_026","region_2",2022-04-16,1832
"market_026","region_2",2022-04-17,1791
"market_026","region_2",2022-04-18,1789
"market_026","region_2",2022-04-19,1772
"market_026","region_2",2022-04-20,1734
"market_026","region_2",2022-04-21,1786
"market_026","region_2",2022-04-22,1824
"market_026","region_2",2022-04-23,1852
"market_026","region_2",2022-04-24,1784
"market_026","region_2",2022-04-25,1734
"market_026","region_2",2022-04-26,1650
"market_026","region_2",2022-04-27,1674
"market_026","region_2",2022-04-28,1783
"market_026","region_2",2022-04-29,1794
"market_026","region_2",2022-04-30,1780
"market_026","region_2",2022-05-01,1767
"market_026","region_2",2022-05-02,1692
"market_026","region_2",2022-05-03,1678
"market_026","region_2",2022-05-04,1662
"market_026","region_2",2022-05-05,1669
"market_026","region_2",2022-05-06,1724
"market_026","region_2",2022-05-07,1687
"market_026","region_2",2022-05-08,1667
"market_026","region_2",2022-05-09,1602
"market_026","region_2",2022-05-10,1529
"market_026","region_2",2022-05-11,1562
"market_026","region_2",2022-05-12,1555
"market_026","region_2",2022-05-13,1628
"market_026","region_2",2022-05-14,1692
"market_026","region_2",2022-05-15,1636
"market_026","region_2",2022-05-16,1669
"market_026","region_2",2022-05-17,1598
"market_026","region_2",2022-05-18,1622
"market_026","region_2",2022-05-19,1602
"market_026","region_2",2022-05-20,1661
"market_026","region_2",2022-05-21,1666
"market_026","region_2",2022-05-22,1663
"market_026","region_2",2022-05-23,1579
"market_026","region_2",2022-05-24,1556
"market_026","region_2",2022-05-25,1567
"market_026","region_2",2022-05-26,1611
"market_026","region_2",2022-05-27,1631
"market_026","region_2",2022-05-28,1630
"market_026","region_2",2022-05-29,1672
"market_026","region_2",2022-05-30,1600
"market_026","region_2",2022-05-31,1580
"market_026","region_2",2022-06-01,1545
"market_026","region_2",2022-06-02,1629
"market_026","region_2",2022-06-03,1629
"market_026","region_2",2022-06-04,1622
"market_026","region_2",2022-06-05,1598
"market_026","region_2",2022-06-06,1560
"market_026","region_2",2022-06-07,1539
"market_026","region_2",2022-06-08,1497
"market_026","region_2",2022-06-09,1562
"market_026","region_2",2022-06-10,1600
"market_026","region_2",2022-06-11,1581
"market_026","region_2",2022-06-12,1587
"market_026","region_2",2022-06-13,1535
"market_026","region_2",2022-06-14,1538
"market_026","region_2",2022-06-15,1596
"market_026","region_2",2022-06-16,1552
"market_026","region_2",2022-06-17,1613
"market_026","region_2",2022-06-18,1602
"market_026","region_2",2022-06-19,1637
"market_026","region_2",2022-06-20,1595
"market_026","region_2",2022-06-21,1605
"market_026","region_2",2022-06-22,1544
"market_026","region_2",2022-06-23,1611
"market_026","region_2",2022-06-24,1700
"market_026","region_2",2022-06-25,1683
"market_026","region_2",2022-06-26,1646
"market_026","region_2",2022-06-27,1635
"market_026","region_2",2022-06-28,1615
"market_026","region_2",2022-06-29,1635
"market_026","region_2",2022-06-30,1663
"market_026","region_2",2022-07-01,1707
"market_026","region_2",2022-07-02,1709
"market_026","region_2",2022-07-03,1718
"market_026","region_2",2022-07-04,1686
"market_026","region_2",2022-07-05,1651
"market_026","region_2",2022-07-06,1625
"market_026","region_2",2022-07-07,1675
"market_026","region_2",2022-07-08,1686
"market_026","region_2",2022-07-09,1651
"market_026","region_2",2022-07-10,1669
"market_026","region_2",2022-07-11,1607
"market_026","region_2",2022-07-12,1589
"market_026","region_2",2022-07-13,1565
"market_026","region_2",2022-07-14,1585
"market_026","region_2",2022-07-15,1632
"market_026","region_2",2022-07-16,1682
"market_026","region_2",2022-07-17,1642
"market_026","region_2",2022-07-18,1698
"market_026","region_2",2022-07-19,1678
"market_026","region_2",2022-07-20,1569
"market_026","region_2",2022-07-21,1581
"market_026","region_2",2022-07-22,1677
"market_026","region_2",2022-07-23,1770
"market_026","region_2",2022-07-24,1722
"market_026","region_2",2022-07-25,1669
"market_026","region_2",2022-07-26,1585
"market_026","region_2",2022-07-27,1567
"market_026","region_2",2022-07-28,1609
"market_026","region_2",2022-07-29,1621
"market_026","region_2",2022-07-30,1611
"market_026","region_2",2022-07-31,1669
"market_026","region_2",2022-08-01,1660
